"","Animal","ContainerType","Size","Probability","Adjective","DefArtMeaning","Context","Condition","Model","ListenerLevel","cmpHighScopeConstrualProb","posHighScopeConstrualProb","allowUninformativeThresholds","NA","Container"
"1103","rabbit","bag","2",0.454034977764835,"big","bumford","no-cc",2,"haddock_model.wppl",1,0.5,0,"allow","bag2","bag2"
"280","rabbit","box","2",0.686162485776174,"big","bumford","no-cc",3,"haddock_model.wppl",1,0.5,0,"allow","box2","box2"
"1104","rabbit","bag","2",0.313837514223826,"big","bumford","no-cc",3,"haddock_model.wppl",1,0.5,0,"allow","bag2","bag2"
"1105","rabbit","bag","2",0.76304071956165,"bigger","bumford","no-cc",1,"haddock_model.wppl",1,0.5,0,"allow","bag2","bag2"
"281","rabbit","box","2",0.23695928043835,"bigger","bumford","no-cc",1,"haddock_model.wppl",1,0.5,0,"allow","box2","box2"
"1106","rabbit","bag","2",0.859773011820028,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,0.5,0,"allow","bag2","bag2"
"282","rabbit","box","2",0.140226988179972,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,0.5,0,"allow","box2","box2"
"283","rabbit","box","2",0.603213488210323,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,0.5,0,"allow","box2","box2"
"1107","rabbit","bag","2",0.396786511789677,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,0.5,0,"allow","bag2","bag2"
"327","rabbit","box","2",0.505408284055052,"big","standard","cco",1,"haddock_model.wppl",1,0.5,0,"allow","box2","box2"
"1108","rabbit","bag","2",0.305604244472658,"big","standard","cco",1,"haddock_model.wppl",1,0.5,0,"allow","bag2","bag2"
"284","rabbit","bag","1",0.18898747147229,"big","standard","cco",1,"haddock_model.wppl",1,0.5,0,"allow","bag1","bag1"
"328","rabbit","box","2",0.384473512214209,"big","standard","cco",2,"haddock_model.wppl",1,0.5,0,"allow","box2","box2"
"1109","rabbit","bag","2",0.384473512214208,"big","standard","cco",2,"haddock_model.wppl",1,0.5,0,"allow","bag2","bag2"
"285","rabbit","bag","1",0.231052975571583,"big","standard","cco",2,"haddock_model.wppl",1,0.5,0,"allow","bag1","bag1"
"49","rabbit","box","2",0.469697630027167,"big","standard","cco",3,"haddock_model.wppl",1,0.5,0,"allow","box2","box2"
"1110","rabbit","bag","2",0.203004226633764,"big","standard","cco",3,"haddock_model.wppl",1,0.5,0,"allow","bag2","bag2"
"329","rabbit","box","1",0.20175912945559,"big","standard","cco",3,"haddock_model.wppl",1,0.5,0,"allow","box1","box1"
"286","rabbit","bag","1",0.125539013883478,"big","standard","cco",3,"haddock_model.wppl",1,0.5,0,"allow","bag1","bag1"
"287","rabbit","box","2",0.633620689655172,"bigger","standard","cco",1,"haddock_model.wppl",1,0.5,0,"allow","box2","box2"
"1111","rabbit","bag","2",0.366379310344828,"bigger","standard","cco",1,"haddock_model.wppl",1,0.5,0,"allow","bag2","bag2"
"1112","rabbit","bag","2",0.5,"bigger","standard","cco",2,"haddock_model.wppl",1,0.5,0,"allow","bag2","bag2"
"288","rabbit","box","2",0.5,"bigger","standard","cco",2,"haddock_model.wppl",1,0.5,0,"allow","box2","box2"
"289","rabbit","box","2",0.579975117521265,"bigger","standard","cco",3,"haddock_model.wppl",1,0.5,0,"allow","box2","box2"
"1113","rabbit","bag","2",0.420024882478735,"bigger","standard","cco",3,"haddock_model.wppl",1,0.5,0,"allow","bag2","bag2"
"1114","rabbit","box","2",1,"big","standard","no-cc",1,"haddock_model.wppl",1,0.5,0,"allow","box2","box2"
"1115","rabbit","bag","2",0.5,"big","standard","no-cc",2,"haddock_model.wppl",1,0.5,0,"allow","bag2","bag2"
"290","rabbit","box","2",0.5,"big","standard","no-cc",2,"haddock_model.wppl",1,0.5,0,"allow","box2","box2"
"1116","rabbit","box","2",1,"big","standard","no-cc",3,"haddock_model.wppl",1,0.5,0,"allow","box2","box2"
"1117","rabbit","box","2",1,"bigger","standard","no-cc",1,"haddock_model.wppl",1,0.5,0,"allow","box2","box2"
"1118","rabbit","bag","2",0.5,"bigger","standard","no-cc",2,"haddock_model.wppl",1,0.5,0,"allow","bag2","bag2"
"291","rabbit","box","2",0.5,"bigger","standard","no-cc",2,"haddock_model.wppl",1,0.5,0,"allow","box2","box2"
"1119","rabbit","box","2",1,"bigger","standard","no-cc",3,"haddock_model.wppl",1,0.5,0,"allow","box2","box2"
"330","rabbit","box","2",0.404147302709557,"big","bumford","cco",1,"haddock_model.wppl",1,0.5,0.5,"allow","box2","box2"
"1120","rabbit","bag","2",0.379157244575161,"big","bumford","cco",1,"haddock_model.wppl",1,0.5,0.5,"allow","bag2","bag2"
"292","rabbit","bag","1",0.216695452715282,"big","bumford","cco",1,"haddock_model.wppl",1,0.5,0.5,"allow","bag1","bag1"
"331","rabbit","box","2",0.389360505802349,"big","bumford","cco",2,"haddock_model.wppl",1,0.5,0.5,"allow","box2","box2"
"1121","rabbit","bag","2",0.381420971622885,"big","bumford","cco",2,"haddock_model.wppl",1,0.5,0.5,"allow","bag2","bag2"
"293","rabbit","bag","1",0.229218522574765,"big","bumford","cco",2,"haddock_model.wppl",1,0.5,0.5,"allow","bag1","bag1"
"410","rabbit","box","2",0.399151692205605,"big","bumford","cco",3,"haddock_model.wppl",1,0.5,0.5,"allow","box2","box2"
"1122","rabbit","bag","2",0.273233951921145,"big","bumford","cco",3,"haddock_model.wppl",1,0.5,0.5,"allow","bag2","bag2"
"332","rabbit","box","1",0.171456044893117,"big","bumford","cco",3,"haddock_model.wppl",1,0.5,0.5,"allow","box1","box1"
"294","rabbit","bag","1",0.156158310980133,"big","bumford","cco",3,"haddock_model.wppl",1,0.5,0.5,"allow","bag1","bag1"
"1123","rabbit","bag","2",0.829667771886297,"bigger","bumford","cco",1,"haddock_model.wppl",1,0.5,0.5,"allow","bag2","bag2"
"295","rabbit","box","2",0.170332228113703,"bigger","bumford","cco",1,"haddock_model.wppl",1,0.5,0.5,"allow","box2","box2"
"1124","rabbit","bag","2",0.859773011820028,"bigger","bumford","cco",2,"haddock_model.wppl",1,0.5,0.5,"allow","bag2","bag2"
"296","rabbit","box","2",0.140226988179972,"bigger","bumford","cco",2,"haddock_model.wppl",1,0.5,0.5,"allow","box2","box2"
"297","rabbit","box","2",0.50125533385766,"bigger","bumford","cco",3,"haddock_model.wppl",1,0.5,0.5,"allow","box2","box2"
"1125","rabbit","bag","2",0.49874466614234,"bigger","bumford","cco",3,"haddock_model.wppl",1,0.5,0.5,"allow","bag2","bag2"
"1126","rabbit","bag","2",0.503552315656058,"big","bumford","no-cc",1,"haddock_model.wppl",1,0.5,0.5,"allow","bag2","bag2"
"298","rabbit","box","2",0.496447684343942,"big","bumford","no-cc",1,"haddock_model.wppl",1,0.5,0.5,"allow","box2","box2"
"299","rabbit","box","2",0.512709581729404,"big","bumford","no-cc",2,"haddock_model.wppl",1,0.5,0.5,"allow","box2","box2"
"1127","rabbit","bag","2",0.487290418270596,"big","bumford","no-cc",2,"haddock_model.wppl",1,0.5,0.5,"allow","bag2","bag2"
"2100","rabbit","box","2",0.652055886041146,"big","bumford","no-cc",3,"haddock_model.wppl",1,0.5,0.5,"allow","box2","box2"
"1128","rabbit","bag","2",0.347944113958854,"big","bumford","no-cc",3,"haddock_model.wppl",1,0.5,0.5,"allow","bag2","bag2"
"1129","rabbit","bag","2",0.758622656009101,"bigger","bumford","no-cc",1,"haddock_model.wppl",1,0.5,0.5,"allow","bag2","bag2"
"2101","rabbit","box","2",0.241377343990899,"bigger","bumford","no-cc",1,"haddock_model.wppl",1,0.5,0.5,"allow","box2","box2"
"1130","rabbit","bag","2",0.859773011820028,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,0.5,0.5,"allow","bag2","bag2"
"2102","rabbit","box","2",0.140226988179972,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,0.5,0.5,"allow","box2","box2"
"2103","rabbit","box","2",0.609010031542297,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,0.5,0.5,"allow","box2","box2"
"1131","rabbit","bag","2",0.390989968457703,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,0.5,0.5,"allow","bag2","bag2"
"333","rabbit","box","2",0.529148433934238,"big","standard","cco",1,"haddock_model.wppl",1,0.5,0.5,"allow","box2","box2"
"1132","rabbit","bag","2",0.290935396747145,"big","standard","cco",1,"haddock_model.wppl",1,0.5,0.5,"allow","bag2","bag2"
"2104","rabbit","bag","1",0.179916169318616,"big","standard","cco",1,"haddock_model.wppl",1,0.5,0.5,"allow","bag1","bag1"
"334","rabbit","box","2",0.407210050265369,"big","standard","cco",2,"haddock_model.wppl",1,0.5,0.5,"allow","box2","box2"
"1133","rabbit","bag","2",0.370271691799351,"big","standard","cco",2,"haddock_model.wppl",1,0.5,0.5,"allow","bag2","bag2"
"2105","rabbit","bag","1",0.22251825793528,"big","standard","cco",2,"haddock_model.wppl",1,0.5,0.5,"allow","bag1","bag1"
"411","rabbit","box","2",0.469697630027167,"big","standard","cco",3,"haddock_model.wppl",1,0.5,0.5,"allow","box2","box2"
"1134","rabbit","bag","2",0.203004226633764,"big","standard","cco",3,"haddock_model.wppl",1,0.5,0.5,"allow","bag2","bag2"
"335","rabbit","box","1",0.20175912945559,"big","standard","cco",3,"haddock_model.wppl",1,0.5,0.5,"allow","box1","box1"
"2106","rabbit","bag","1",0.125539013883478,"big","standard","cco",3,"haddock_model.wppl",1,0.5,0.5,"allow","bag1","bag1"
"2107","rabbit","box","2",0.621536346518715,"bigger","standard","cco",1,"haddock_model.wppl",1,0.5,0.5,"allow","box2","box2"
"1135","rabbit","bag","2",0.378463653481285,"bigger","standard","cco",1,"haddock_model.wppl",1,0.5,0.5,"allow","bag2","bag2"
"1136","rabbit","bag","2",0.512923865577138,"bigger","standard","cco",2,"haddock_model.wppl",1,0.5,0.5,"allow","bag2","bag2"
"2108","rabbit","box","2",0.487076134422862,"bigger","standard","cco",2,"haddock_model.wppl",1,0.5,0.5,"allow","box2","box2"
"2109","rabbit","box","2",0.579975117521265,"bigger","standard","cco",3,"haddock_model.wppl",1,0.5,0.5,"allow","box2","box2"
"1137","rabbit","bag","2",0.420024882478735,"bigger","standard","cco",3,"haddock_model.wppl",1,0.5,0.5,"allow","bag2","bag2"
"1138","rabbit","box","2",1,"big","standard","no-cc",1,"haddock_model.wppl",1,0.5,0.5,"allow","box2","box2"
"2110","rabbit","box","2",0.555555555555556,"big","standard","no-cc",2,"haddock_model.wppl",1,0.5,0.5,"allow","box2","box2"
"1139","rabbit","bag","2",0.444444444444444,"big","standard","no-cc",2,"haddock_model.wppl",1,0.5,0.5,"allow","bag2","bag2"
"1140","rabbit","box","2",1,"big","standard","no-cc",3,"haddock_model.wppl",1,0.5,0.5,"allow","box2","box2"
"1141","rabbit","box","2",1,"bigger","standard","no-cc",1,"haddock_model.wppl",1,0.5,0.5,"allow","box2","box2"
"1142","rabbit","bag","2",0.512923865577138,"bigger","standard","no-cc",2,"haddock_model.wppl",1,0.5,0.5,"allow","bag2","bag2"
"2111","rabbit","box","2",0.487076134422862,"bigger","standard","no-cc",2,"haddock_model.wppl",1,0.5,0.5,"allow","box2","box2"
"1143","rabbit","box","2",1,"bigger","standard","no-cc",3,"haddock_model.wppl",1,0.5,0.5,"allow","box2","box2"
"1144","rabbit","bag","2",0.393896916271709,"big","bumford","cco",1,"haddock_model.wppl",1,0.5,0.9,"allow","bag2","bag2"
"336","rabbit","box","2",0.380922326995266,"big","bumford","cco",1,"haddock_model.wppl",1,0.5,0.9,"allow","box2","box2"
"2112","rabbit","bag","1",0.225180756733025,"big","bumford","cco",1,"haddock_model.wppl",1,0.5,0.9,"allow","bag1","bag1"
"1145","rabbit","bag","2",0.388531858755247,"big","bumford","cco",2,"haddock_model.wppl",1,0.5,0.9,"allow","bag2","bag2"
"337","rabbit","box","2",0.377976264124901,"big","bumford","cco",2,"haddock_model.wppl",1,0.5,0.9,"allow","box2","box2"
"2113","rabbit","bag","1",0.233491877119852,"big","bumford","cco",2,"haddock_model.wppl",1,0.5,0.9,"allow","bag1","bag1"
"412","rabbit","box","2",0.390678478503828,"big","bumford","cco",3,"haddock_model.wppl",1,0.5,0.9,"allow","box2","box2"
"1146","rabbit","bag","2",0.280913892673907,"big","bumford","cco",3,"haddock_model.wppl",1,0.5,0.9,"allow","bag2","bag2"
"338","rabbit","box","1",0.167816366702569,"big","bumford","cco",3,"haddock_model.wppl",1,0.5,0.9,"allow","box1","box1"
"2114","rabbit","bag","1",0.160591262119696,"big","bumford","cco",3,"haddock_model.wppl",1,0.5,0.9,"allow","bag1","bag1"
"1147","rabbit","bag","2",0.828908229487323,"bigger","bumford","cco",1,"haddock_model.wppl",1,0.5,0.9,"allow","bag2","bag2"
"2115","rabbit","box","2",0.171091770512677,"bigger","bumford","cco",1,"haddock_model.wppl",1,0.5,0.9,"allow","box2","box2"
"1148","rabbit","bag","2",0.859773011820028,"bigger","bumford","cco",2,"haddock_model.wppl",1,0.5,0.9,"allow","bag2","bag2"
"2116","rabbit","box","2",0.140226988179972,"bigger","bumford","cco",2,"haddock_model.wppl",1,0.5,0.9,"allow","box2","box2"
"2117","rabbit","box","2",0.502596604736701,"bigger","bumford","cco",3,"haddock_model.wppl",1,0.5,0.9,"allow","box2","box2"
"1149","rabbit","bag","2",0.497403395263299,"bigger","bumford","cco",3,"haddock_model.wppl",1,0.5,0.9,"allow","bag2","bag2"
"1150","rabbit","bag","2",0.56064593085842,"big","bumford","no-cc",1,"haddock_model.wppl",1,0.5,0.9,"allow","bag2","bag2"
"2118","rabbit","box","2",0.43935406914158,"big","bumford","no-cc",1,"haddock_model.wppl",1,0.5,0.9,"allow","box2","box2"
"1151","rabbit","bag","2",0.517620594074294,"big","bumford","no-cc",2,"haddock_model.wppl",1,0.5,0.9,"allow","bag2","bag2"
"2119","rabbit","box","2",0.482379405925706,"big","bumford","no-cc",2,"haddock_model.wppl",1,0.5,0.9,"allow","box2","box2"
"2120","rabbit","box","2",0.627118493078691,"big","bumford","no-cc",3,"haddock_model.wppl",1,0.5,0.9,"allow","box2","box2"
"1152","rabbit","bag","2",0.372881506921309,"big","bumford","no-cc",3,"haddock_model.wppl",1,0.5,0.9,"allow","bag2","bag2"
"1153","rabbit","bag","2",0.754967790508317,"bigger","bumford","no-cc",1,"haddock_model.wppl",1,0.5,0.9,"allow","bag2","bag2"
"2121","rabbit","box","2",0.245032209491683,"bigger","bumford","no-cc",1,"haddock_model.wppl",1,0.5,0.9,"allow","box2","box2"
"1154","rabbit","bag","2",0.859773011820028,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,0.5,0.9,"allow","bag2","bag2"
"2122","rabbit","box","2",0.140226988179972,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,0.5,0.9,"allow","box2","box2"
"2123","rabbit","box","2",0.61372809780909,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,0.5,0.9,"allow","box2","box2"
"1155","rabbit","bag","2",0.38627190219091,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,0.5,0.9,"allow","bag2","bag2"
"339","rabbit","box","2",0.546560332002701,"big","standard","cco",1,"haddock_model.wppl",1,0.5,0.9,"allow","box2","box2"
"1156","rabbit","bag","2",0.280176724932594,"big","standard","cco",1,"haddock_model.wppl",1,0.5,0.9,"allow","bag2","bag2"
"2124","rabbit","bag","1",0.173262943064705,"big","standard","cco",1,"haddock_model.wppl",1,0.5,0.9,"allow","bag1","bag1"
"340","rabbit","box","2",0.424224608510762,"big","standard","cco",2,"haddock_model.wppl",1,0.5,0.9,"allow","box2","box2"
"1157","rabbit","bag","2",0.359643965621536,"big","standard","cco",2,"haddock_model.wppl",1,0.5,0.9,"allow","bag2","bag2"
"2125","rabbit","bag","1",0.216131425867702,"big","standard","cco",2,"haddock_model.wppl",1,0.5,0.9,"allow","bag1","bag1"
"413","rabbit","box","2",0.469697630027167,"big","standard","cco",3,"haddock_model.wppl",1,0.5,0.9,"allow","box2","box2"
"1158","rabbit","bag","2",0.203004226633764,"big","standard","cco",3,"haddock_model.wppl",1,0.5,0.9,"allow","bag2","bag2"
"341","rabbit","box","1",0.20175912945559,"big","standard","cco",3,"haddock_model.wppl",1,0.5,0.9,"allow","box1","box1"
"2126","rabbit","bag","1",0.125539013883478,"big","standard","cco",3,"haddock_model.wppl",1,0.5,0.9,"allow","bag1","bag1"
"2127","rabbit","box","2",0.611279362154559,"bigger","standard","cco",1,"haddock_model.wppl",1,0.5,0.9,"allow","box2","box2"
"1159","rabbit","bag","2",0.388720637845441,"bigger","standard","cco",1,"haddock_model.wppl",1,0.5,0.9,"allow","bag2","bag2"
"1160","rabbit","bag","2",0.523754150760982,"bigger","standard","cco",2,"haddock_model.wppl",1,0.5,0.9,"allow","bag2","bag2"
"2128","rabbit","box","2",0.476245849239018,"bigger","standard","cco",2,"haddock_model.wppl",1,0.5,0.9,"allow","box2","box2"
"2129","rabbit","box","2",0.579975117521265,"bigger","standard","cco",3,"haddock_model.wppl",1,0.5,0.9,"allow","box2","box2"
"1161","rabbit","bag","2",0.420024882478735,"bigger","standard","cco",3,"haddock_model.wppl",1,0.5,0.9,"allow","bag2","bag2"
"1162","rabbit","box","2",1,"big","standard","no-cc",1,"haddock_model.wppl",1,0.5,0.9,"allow","box2","box2"
"2130","rabbit","box","2",0.591836734693878,"big","standard","no-cc",2,"haddock_model.wppl",1,0.5,0.9,"allow","box2","box2"
"1163","rabbit","bag","2",0.408163265306123,"big","standard","no-cc",2,"haddock_model.wppl",1,0.5,0.9,"allow","bag2","bag2"
"1164","rabbit","box","2",1,"big","standard","no-cc",3,"haddock_model.wppl",1,0.5,0.9,"allow","box2","box2"
"1165","rabbit","box","2",1,"bigger","standard","no-cc",1,"haddock_model.wppl",1,0.5,0.9,"allow","box2","box2"
"1166","rabbit","bag","2",0.523754150760982,"bigger","standard","no-cc",2,"haddock_model.wppl",1,0.5,0.9,"allow","bag2","bag2"
"2131","rabbit","box","2",0.476245849239018,"bigger","standard","no-cc",2,"haddock_model.wppl",1,0.5,0.9,"allow","box2","box2"
"1167","rabbit","box","2",1,"bigger","standard","no-cc",3,"haddock_model.wppl",1,0.5,0.9,"allow","box2","box2"
"1168","rabbit","bag","2",0.397531408694801,"big","bumford","cco",1,"haddock_model.wppl",1,0.5,1,"allow","bag2","bag2"
"342","rabbit","box","2",0.375195537416916,"big","bumford","cco",1,"haddock_model.wppl",1,0.5,1,"allow","box2","box2"
"2132","rabbit","bag","1",0.227273053888283,"big","bumford","cco",1,"haddock_model.wppl",1,0.5,1,"allow","bag1","bag1"
"1169","rabbit","bag","2",0.390351202439153,"big","bumford","cco",2,"haddock_model.wppl",1,0.5,1,"allow","bag2","bag2"
"343","rabbit","box","2",0.375063568731711,"big","bumford","cco",2,"haddock_model.wppl",1,0.5,1,"allow","box2","box2"
"2133","rabbit","bag","1",0.234585228829136,"big","bumford","cco",2,"haddock_model.wppl",1,0.5,1,"allow","bag1","bag1"
"414","rabbit","box","2",0.388616087674031,"big","bumford","cco",3,"haddock_model.wppl",1,0.5,1,"allow","box2","box2"
"1170","rabbit","bag","2",0.282783199874143,"big","bumford","cco",3,"haddock_model.wppl",1,0.5,1,"allow","bag2","bag2"
"344","rabbit","box","1",0.166930464471398,"big","bumford","cco",3,"haddock_model.wppl",1,0.5,1,"allow","box1","box1"
"2134","rabbit","bag","1",0.161670247980428,"big","bumford","cco",3,"haddock_model.wppl",1,0.5,1,"allow","bag1","bag1"
"1171","rabbit","bag","2",0.828717284288292,"bigger","bumford","cco",1,"haddock_model.wppl",1,0.5,1,"allow","bag2","bag2"
"2135","rabbit","box","2",0.171282715711708,"bigger","bumford","cco",1,"haddock_model.wppl",1,0.5,1,"allow","box2","box2"
"1172","rabbit","bag","2",0.859773011820028,"bigger","bumford","cco",2,"haddock_model.wppl",1,0.5,1,"allow","bag2","bag2"
"2136","rabbit","box","2",0.140226988179972,"bigger","bumford","cco",2,"haddock_model.wppl",1,0.5,1,"allow","box2","box2"
"2137","rabbit","box","2",0.502933044771098,"bigger","bumford","cco",3,"haddock_model.wppl",1,0.5,1,"allow","box2","box2"
"1173","rabbit","bag","2",0.497066955228902,"bigger","bumford","cco",3,"haddock_model.wppl",1,0.5,1,"allow","bag2","bag2"
"1174","rabbit","bag","2",0.574904862594313,"big","bumford","no-cc",1,"haddock_model.wppl",1,0.5,1,"allow","bag2","bag2"
"2138","rabbit","box","2",0.425095137405687,"big","bumford","no-cc",1,"haddock_model.wppl",1,0.5,1,"allow","box2","box2"
"1175","rabbit","bag","2",0.525802408704788,"big","bumford","no-cc",2,"haddock_model.wppl",1,0.5,1,"allow","bag2","bag2"
"2139","rabbit","box","2",0.474197591295211,"big","bumford","no-cc",2,"haddock_model.wppl",1,0.5,1,"allow","box2","box2"
"2140","rabbit","box","2",0.621179357313982,"big","bumford","no-cc",3,"haddock_model.wppl",1,0.5,1,"allow","box2","box2"
"1176","rabbit","bag","2",0.378820642686018,"big","bumford","no-cc",3,"haddock_model.wppl",1,0.5,1,"allow","bag2","bag2"
